ID,drug_id,drug_smiles
529,103904752,N[C@H](COc1cncc(c1)c2cc3ccncc3s2)Cc4c[nH]c5ccccc45
530,103904753,N[C@H](COc1cc(\C=C\c2ccncc2)cnc1Cl)Cc3c[nH]c4ccccc34
531,103904754,N[C@H](COc1cncc(c1)c2ccc3NC(=O)C(=Cc4occc4)c3c2)Cc5c[nH]c6ccccc56
532,103904755,CCCCNc1cc(cc2[nH]nc(N)c12)c3ccncc3
533,103904756,C(Cc1c[nH]c2ccccc12)Oc3cncc(\C=C\c4ccncc4)c3
534,103904757,CN(C)CC(C)(C)CNc1nccc(n1)c2c(nc3cnccn23)c4ccc(F)cc4
535,103904758,COCCNc1nccc(n1)c2c(nc3cnccn23)c4ccc(F)cc4
536,103904759,CC(C)(CO)CNc1nccc(n1)c2c(nc3cnccn23)c4ccc(F)cc4
537,103904760,CC(C)(CO)CNc1nccc(n1)c2c(nc3c(CC4CC4)nccn23)c5ccc(F)cc5
538,103904761,Cc1nccn2c(c3ccnc(NCC4(O)CC4)n3)c(nc12)c5ccc(F)cc5F
539,103904762,Cc1nccn2c(c3ccnc(NCC(C)(C)O)n3)c(nc12)c4ccc(F)cc4F
540,103904763,Fc1ccc(cc1)c2nc3cnccn3c2c4ccnc(NCC5CC5)n4
541,103904764,Cc1nccn2c(c3ccnc(NCCC(C)(C)O)n3)c(nc12)c4ccc(F)cc4F
542,103904765,CC(C)(CO)CNc1nccc(n1)c2c(nc3c(OCC(F)(F)F)nccn23)c4ccc(F)cc4
543,103904766,COCC(C)(C)CNc1nccc(n1)c2c(nc3c(C)nccn23)c4ccc(F)cc4
544,103904767,COc1nccn2c(c3ccnc(NCC(C)(C)CO)n3)c(nc12)c4ccc(F)cc4F
545,103904768,CC(C)(CO)CNc1nccc(n1)c2c(nc3c(CCN)nccn23)c4ccc(F)cc4
546,103904769,CC(C)Oc1nccn2c(c3ccnc(NCC(C)(C)CO)n3)c(nc12)c4ccc(F)cc4F
547,103904770,Cc1cn2c(c3ccnc(NCC(C)(C)CO)n3)c(nc2c(C)n1)c4ccc(F)cc4F
548,103904771,CC(C)(CO)CNc1nccc(n1)c2c(nc3c(Cl)nccn23)c4ccc(F)cc4
549,103904772,CC(C)Oc1nccn2c(c3ccnc(NCC(C)(C)O)n3)c(nc12)c4ccc(F)cc4F
550,103904773,CC(C)(O)CNc1nccc(n1)c2c(nc3c(CC4CC4)nccn23)c5ccc(F)cc5F
551,103904774,CCc1nccn2c(c3ccnc(NCC(C)(C)O)n3)c(nc12)c4ccc(F)cc4F
552,103904775,Cc1nccn2c(c3ccnc(NCC(C)(C)C(=O)O)n3)c(nc12)c4ccc(F)cc4F
553,103904776,COc1nccn2c(c3ccnc(NCC(C)(C)CO)n3)c(nc12)c4ccc(F)cc4
554,103904777,CC(C)COc1nccn2c(c3ccnc(NCC(C)(C)CO)n3)c(nc12)c4ccc(F)cc4
555,103904778,Cc1nccn2c(c3ccnc(NCC(C)(C)CO)n3)c(nc12)c4ccc(F)cc4
556,103904779,Cc1nccn2c(c3ccnc(NCC(C)(C)CO)n3)c(nc12)c4ccc(F)cc4F
557,103904780,CNc1nccn2c(c3ccnc(NCC(C)(C)CO)n3)c(nc12)c4ccc(F)cc4
558,103904781,CC(C)(C)n1nc(c2ccc(Cl)cc2)c3c(N)ncnc13
559,103904782,Nc1ncnc2c1c(nn2C3CCCC3)c4cnc5[nH]ccc5c4
560,103904783,Cc1ccc(cc1)c2nn(c3ncnc(N)c23)C(C)(C)C
561,103904784,COCCO[C@@H]1CC[C@H](CC1)n2nc(c3ccc(Nc4oc5c(C)cc(C)cc5n4)cc3)c6c(N)ncnc26
562,103904785,COCCO[C@@H]1CC[C@H](CC1)n2nc(c3ccc(Nc4oc5c(Cl)cc(C)cc5n4)cc3)c6c(N)ncnc26
563,103904786,CC(=O)c1cccc(c1)c2cnc3[nH]ccc3c2
564,103904787,CC(=O)N1CCN(CC1)C2CCC(CC2)n3nc(c4ccc(NC(=O)c5cc6ccccc6n5C)cc4)c7c(N)ncnc37
565,103904789,Nc1ncnc2c1c(I)nn2[C@@H]3CC[C@H](O)CC3
566,103904790,COCCO[C@@H]1CC[C@H](CC1)n2nc(c3ccc(Nc4oc5c(C)cc(Br)cc5n4)cc3)c6c(N)ncnc26
567,103904791,COCCO[C@@H]1CC[C@H](CC1)n2nc(c3ccc(Nc4oc5ccc(Cl)cc5n4)c(F)c3)c6c(N)ncnc26
568,103904792,COCCO[C@@H]1CC[C@H](CC1)n2nc(c3ccc(Nc4oc5c(C)cc(Cl)cc5n4)c(F)c3)c6c(N)ncnc26
569,103904793,O=C(NCCCCCCNC(=O)NCc1cccnc1)NCc2cccnc2
570,103904794,CCOc1nc(cc(N)c1C#N)C(=O)NCc2cccnc2
571,103904795,O=C(NCCCCCCNC(=O)Nc1cccnc1)Nc2cccnc2
572,103904796,Nc1ncc(\C=C\C(=O)NCCCn2ccnc2)c3scc(c4ccc(Br)cc4)c13
573,103904797,Clc1ccc2oc3C(=O)NC=Nc3c2c1
574,103904798,O=C1NC(=NC(=C1)c2ccncc2)NC3CCCCC3
575,103904799,CN1C=C(C2=NC(=CC(=O)N12)c3ccncc3)c4ccccc4
576,103904800,CCOC(=O)C1=CNN2C(=O)C=C(N=C12)c3ccncc3
577,103904801,COc1ccccc1c2ccnc(Nc3cccc(c3)S(=O)(=O)C)n2
578,103904802,Nc1nccc2nc(cn12)c3ccccc3
579,103904803,Fc1cccc(F)c1C(=O)Nc2cccc(c2)c3nn4ccccc4c3c5ccnc(Nc6ccc7CCNCc7c6)n5
580,103904804,Oc1ccc(Nc2nc(cs2)c3ccc(Cl)cc3)cc1
581,103904805,Nc1nccc(n1)c2ccccc2
582,103904806,Cc1cccc(Nc2nc(N[C@@H]3CCCC[C@@H]3N)cnc2C(=O)N)c1
583,103904807,N[C@@H]1CCCC[C@@H]1Nc2ccc(C(=O)N)c(Nc3cccc(Cl)c3)n2
584,103904808,C1CCC(CC1)Nc2ccnc(Nc3ccc4cn[nH]c4c3)n2
585,103904809,OC(=O)c1c2CCC(=C3CCCC3)c2nc4ccccc14
586,103904810,CCN(CC)CC#Cc1ccc2Cc3c(n[nH]c3c2c1)c4ccc(nc4)C#N
587,103904811,CN1CCN(Cc2ccc3c(Cc4c(n[nH]c34)c5csc(c5)C#CCOCC6CC6)c2)CC1
588,103904812,COCCOCC#Cc1cc(cs1)c2n[nH]c3c4ccc(CN5CCN(C)CC5)cc4C(=O)c23
589,103904813,N#Cc1ccc(cn1)c2n[nH]c3c2Cc4ccc(OCCCCN5CCOCC5)cc34
590,103904814,COCC#Cc1cccc2c1Cc3c(n[nH]c23)c4cccs4
591,103904815,COc1cc2c(Cc3c(n[nH]c23)c4ccc(nc4)C#N)cc1C#C
592,103904816,CNC(=O)N1CCN(CCCOc2ccc3Cc4c(n[nH]c4c3c2)c5ccc(nc5)C#N)CC1
593,103904817,N#Cc1ccc(cn1)c2n[nH]c3c2Cc4ccc(OCCN5CCOCC5)cc34
594,103904818,CC(Nc1cncc(n1)n2cnc3ccc(cc23)C#N)c4ccccc4F
595,103904819,Nc1nc2ccc(cc2n1c3nc(cs3)c4ccccc4)C#N
596,103904820,Nc1nc2ccc(cc2n1c3nccs3)C#N
597,103904821,Nc1nc2ccc(cc2n1c3nc4CCCCc4s3)C#N
598,103904822,C[C@@H](Nc1cncc(n1)n2cnc3ccc(cc23)C#N)c4ccccc4F
599,103904824,COc1ccccc1CNC(=N)Nc2nccc(n2)c3cccs3
600,103904825,CCN(CCN)C(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C
601,103904826,CCN(CC)CCNC(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C
602,103904827,CC(C)[C@@H](CO)NC(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C
603,103904828,Cc1ccc(cc1)n2nc(cc2NC(=O)Nc3ccc(OCCN4CCOCC4)c5ccccc35)C(C)(C)C
604,103904829,CC(C)(C)c1cc(NC(=O)C(=O)c2cccc3ccccc23)n(n1)c4ccc(OCCC(=O)N)cc4
605,103904830,CC(C)N(CCCN)C(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C
606,103904832,CC(C)(C)c1cc(NC(=O)C(=O)c2cccc3ccccc23)n(n1)c4ccc(OCC(=O)N)cc4
607,103904833,CN(C)CCCCNC(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C
608,103904834,CC(C)(C)c1cc(NC(=O)C(=O)c2cccc3ccccc23)n(n1)c4ccc(OCC(=O)NCCO)cc4
609,103904835,CN(C)CCCN(C)C(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C
610,103904836,CN(CCN)C(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C
611,103904837,CC(C)[C@H](CO)NC(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C
612,103904838,CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(n1)c4cccc(c4)C(=O)NCCCO
613,103904839,CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(n1)c4cccc(c4)C(=O)NCCOCCO
614,103904840,CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(n1)c4cccc(c4)C(=O)NCCCCO
615,103904841,CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(n1)c4cccc(c4)C(=O)N(CCN)CCO
616,103904842,CCN(CCN(C)C)C(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C
617,103904843,CC(C)(C)c1cc(NC(=O)C(=O)c2cccc3ccccc23)n(n1)c4cccc(OCC(=O)O)c4
618,103904844,CC(C)(C)c1cc(NC(=O)C(=O)c2cccc3ccccc23)n(n1)c4cccc(OCC(=O)NCCO)c4
619,103904845,CC(C)(C)c1cc(NC(=O)C(=O)c2cccc3ccccc23)n(n1)c4ccc(OCC(=O)O)cc4
620,103904846,CC(C)(C)c1cc(NC(=O)C(=O)c2cccc3ccccc23)n(n1)c4ccc(OCCC(=O)O)cc4
621,103904847,CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(n1)c4cccc(c4)C(=O)NCC#N
622,103904848,CC(C)CC(NC(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C)C(=O)N
623,103904849,CC(C)(C)c1cc(NC(=O)c2cc3ccccc3s2)n(n1)c4ccc(OCC(=O)O)cc4
624,103904850,CC(C)(C)c1cc(NC(=O)c2cc3ccccc3s2)n(n1)c4cccc(OCC(=O)O)c4
625,103904851,CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(n1)c4cccc(c4)C(=O)NCCCCC(=O)O
626,103904852,CN(CCC#N)C(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C
627,103904854,Nc1ncnc2scc(c3ccccc3)c12
628,103904855,Nc1n[nH]c2cccc(c3ccc(NC(=O)Nc4cc(CO)ccc4F)cc3)c12
629,103904856,Nc1ncnc2sc(Br)c(c3ccc(NC(=O)Cc4cccc(Cl)c4)cc3)c12
630,103904857,COc1ccc(NC(=O)Nc2ccc(cc2)c3cccc4onc(N)c34)cc1Cl
631,103904858,Cc1cc(NC(=O)Nc2ccc(c(F)c2)c3cccc4[nH]nc(N)c34)ccc1F
632,103904859,Nc1n[nH]c2cccc(c3ccc(NC(=O)Nc4cc(ccc4F)C(=O)O)cc3)c12
633,103904860,Nc1n[nH]c2c(OCCCn3cccc3)ccc(c4ccc(NC(=O)Nc5cccc(Cl)c5)cc4)c12
634,103904861,COc1ccc2c(c1)c(cn2C)c3cc4nc(Br)cnc4[nH]3
635,103904862,Cn1cc(c2cc3nc(Br)cnc3[nH]2)c4cc(F)ccc14
636,103904863,Cn1cc(c2cc3nc(Br)cnc3[nH]2)c4ccccc14
637,103904864,COc1ccc2c(c1)c(cn2C)c3cc4nccnc4[nH]3
638,103904865,CN(C)c1ccc(cc1)c2cc(nc(NS(=O)(=O)c3ccc(N)cc3)n2)c4ccc(cc4)[N+](=O)[O-]
639,103904866,Oc1c(NS(=O)(=O)c2ccc(F)cc2)ccc3ccccc13
640,103904867,Brc1cnc2NC(=O)Nc2c1
641,103904868,FC(F)(F)c1cccc(NC(=O)Nc2ccnc3cc(Cl)ccc23)n1
642,103904869,FC(F)(F)c1cccc(NC(=O)Nc2ccnc3ccc(Cl)cc23)n1
643,103904870,FC(F)(F)c1ccc2c(NC(=O)Nc3cccc(n3)C#N)ccnc2c1
644,103904871,Oc1cccc2c(NC(=O)Nc3cnccn3)cccc12
645,103904872,COc1ccc2c(NC(=O)Nc3cccc(n3)C(F)(F)F)ccnc2c1
646,103904873,Cc1ccc2nccc(NC(=O)Nc3cccc(n3)C(F)(F)F)c2c1
647,103904874,Fc1ccc2nccc(NC(=O)Nc3cccc(n3)C(F)(F)F)c2c1
648,103904875,Fc1ccc2c(NC(=O)Nc3cccc(n3)C(F)(F)F)ccnc2c1
649,103904876,CCc1ccc2nccc(NC(=O)Nc3cccc(n3)C(F)(F)F)c2c1
650,103904877,FC(F)Oc1ccc2c(NC(=O)Nc3cccc(n3)C(F)(F)F)ccnc2c1
651,103904878,CCc1ccc2c(NC(=O)Nc3cccc(n3)C(F)(F)F)ccnc2c1
652,103904879,O=C(Nc1cnccn1)Nc2ccnc3ccc(cc23)N4CC5COCC5C4
653,103904880,Fc1cc2nccc(NC(=O)Nc3cccc(n3)C(F)(F)F)c2cc1F
654,103904881,Fc1ccc(F)c2c(NC(=O)Nc3cccc(n3)C(F)(F)F)ccnc12
655,103904882,Fc1cccc2c(NC(=O)Nc3cccc(n3)C(F)(F)F)ccnc12
656,103904883,FC(F)(F)c1cccc(NC(=O)Nc2ccnc3c(Cl)c(Cl)ccc23)n1
657,103904884,FC(F)(F)c1ccc2nccc(NC(=O)Nc3cnccn3)c2c1
658,103904885,COc1cc(C=O)c(Cl)cc1NC(=O)Nc2cnc(cn2)C#N
659,103904886,OC(=O)c1ccc2cc(NC(=O)Nc3cnc(cn3)C#N)ccc2c1
660,103904887,Fc1cccc2c(NC(=O)Nc3cnccn3)ccnc12
661,103904888,FC(F)(F)c1cccc2c(NC(=O)Nc3cnccn3)ccnc12
662,103904889,O=C(Nc1cnccn1)Nc2ccnc3ccccc23
663,103904890,FC(F)(F)c1ccc2c(NC(=O)Nc3cnccn3)ccnc2c1
664,103904891,COc1ccc2c(NC(=O)Nc3cccc(Br)n3)ccnc2c1
665,103904892,COc1cc(C)c(Cl)cc1NC(=O)Nc2cnc(cn2)C#N
666,103904893,Fc1cc(F)c2nccc(NC(=O)Nc3cnccn3)c2c1
667,103904894,CC#Cc1ccc2nccc(NC(=O)Nc3cccc(n3)C(F)(F)F)c2c1
668,103904895,FC(F)(F)c1cccc2c(NC(=O)Nc3cccc(n3)N4CCOCC4)ccnc12
669,103904896,COc1ccc2c(NC(=O)Nc3cc(ccn3)C(F)(F)F)ccnc2c1
670,103904897,FC(F)(F)c1ccc2c(NC(=O)Nc3ccc(cn3)C#N)ccnc2c1
671,103904898,FC(F)(F)c1ccc2c(NC(=O)Nc3cccc(n3)C(F)(F)F)ccnc2c1
672,103904899,FC(F)(F)c1cccc(NC(=O)Nc2ccnc3c(Cl)cccc23)n1
673,103904900,COc1cc(C(=O)O)c(Cl)cc1NC(=O)Nc2cnc(cn2)C#N
674,103904901,FC(F)(F)c1cccc(NC(=O)Nc2ccnc3c(cccc23)C(F)(F)F)n1
675,103904902,CCCc1ccc2nccc(NC(=O)Nc3cccc(n3)C(F)(F)F)c2c1
676,103904904,CC(C)(C)c1ccc2nc([nH]c2c1)c3n[nH]c4ccccc34
677,103904905,CCCCN(CCC#N)C(=O)c1ccc2nc([nH]c2c1)c3n[nH]c4ccccc34
678,103904907,CC(C)(C)c1ccc2nc([nH]c2c1)c3n[nH]c4ccc(Br)cc34
679,103904908,COc1cccc(c1)[C@@H](C)NC(=O)c2cnc(s2)c3ccncc3
680,103904909,COc1cccc(c1)[C@@H](C)NC(=O)c2cnc(nc2)c3ccncc3
681,103904910,CC(C)Oc1ccc(cc1Cl)c2noc(n2)c3ccc(CN4CC(C4)C(=O)O)cc3
682,103904912,CS(=O)(=O)N(Cc1ccc2NC(=O)c3cccn3c2c1)C4CC4
683,103904913,O=C1CCCN1Cc2ccc3c(NC(=O)c4cccn34)c2
684,103904914,COc1cccc(c1)c2cc3C(=O)Nc4ccccc4n3c2
685,103904915,Clc1ccc(cc1)c2cc3C(=O)Nc4ccccc4n3c2
686,103904917,CC[C@@H]1C[C@@H](C[C@@H]1c2ncc3cnc4[nH]ccc4n23)NS(=O)(=O)C5CC5
687,103904918,C[C@@H]1CCN(C[C@@H]1c2ncc3cnc4[nH]ccc4n23)C(=O)CC#N
688,103904919,COc1cccc(c1)[C@@H](C)NC(=O)c2ccc(s2)c3ccncc3
689,103904920,[2H]C([2H])([2H])Oc1cccc(c1)[C@@H](C)NC(=O)c2sc(nc2C)c3ccncc3
690,103904921,Clc1ccc(CNc2ccc3nnc(c4ccccc4)n3n2)cc1
691,103904922,COc1ccc(OC)c(Nc2ccc3nnc(c4ccccc4)n3n2)c1
692,103904923,COc1cc(OC)c(Nc2ccc3nnc(c4ccccc4)n3n2)cc1Cl
693,103904924,Cc1ccc(CNc2ccc3nnc(c4ccccc4)n3n2)cc1
694,103904925,ON=C(c1nc2ccccc2[nH]1)c3nc4ccccc4[nH]3
695,103904926,COc1cc(\C=C(/C#N)\c2nc3ccccc3[nH]2)c(Br)cc1O
696,103904929,Cc1cc(OCc2cccc(c2)C(F)(F)F)ccc1CN3CC(C3)C(=O)O
697,103904930,OC(=O)C1CN(Cc2ccc(OCc3ccccc3)cc2Cl)C1
698,103904931,OC(=O)C1CN(Cc2ccc(OCc3cccc(c3)C(F)(F)F)cc2F)C1
699,103904932,OC(=O)C1CN(Cc2ccc(OCc3cccc(c3)C(F)(F)F)cc2Cl)C1
700,103904934,CC(C)Nc1nccc(Nc2ncc(s2)c3ccccc3)n1
701,103904935,CC(C)Nc1ncc(Br)c(Nc2ncc(C)s2)n1
702,103904936,CC(C)C(C)Nc1ncc(Cl)c(Nc2nccs2)n1
703,103904937,C[C@@H](NC1=C(Nc2ccnc(Nc3cccc(C)c3)n2)C(=O)C1=O)C(C)(C)C
704,103904938,COc1ccc(Nc2nccc(NC3=C(N[C@H](C)C(C)(C)C)C(=O)C3=O)n2)cc1OC
705,103904939,C[C@@H](NC1=C(Nc2ccncc2)C(=O)C1=O)C(C)(C)C
706,103904940,CNC(=O)c1cc2c(n[nH]c2s1)c3ccccc3F
707,103904941,CS(=O)(=O)c1cccc(c1)c2cnn3c(cc(nc23)c4ccccc4)C(=O)N
708,103904942,OCc1ccc(NC(=O)c2cnn3c(ccnc23)c4ccccc4)cc1
709,103904943,NC(=O)c1cnn2c(ccnc12)c3ccccc3
710,103904944,Cc1ccc(NC(=O)c2cnn3c(ccnc23)c4ccccc4)cc1C
711,103904945,CCc1ccc(NC(=O)c2cnn3c(ccnc23)c4ccccc4)cc1
712,103904946,CC(C)Oc1ccc(cc1C(F)(F)F)c2noc(n2)c3ccc(N[C@H]4CC[C@H](C4)C(=O)O)cc3
713,103904947,COc1ccc(cc1)c2cnc3c(Br)cnn3c2
714,103904948,CC(C)Oc1ccc(cc1Cl)c2noc(n2)c3ccc(N[C@H]4CC[C@H](C4)C(=O)O)cc3
715,103904949,CC(C)Oc1ccc(cc1Cl)c2noc(n2)c3ccc(OCC(O)CO)cc3
716,103904950,Cc1nc2ccc(NS(=O)(=O)c3ccc(N)cc3)cc2nc1C
717,103904951,Cc1ccc(CNC2=C(Nc3ccncc3)C(=O)C2=O)cc1C
718,103904952,Clc1ccc(CNC2=C(Nc3ccncc3)C(=O)C2=O)cc1
719,103904953,O=C1Nc2ccc3ncsc3c2/C/1=C/Nc4ccc(cc4)S(=O)(=O)Nc5ccccn5
720,103904954,C[C@@H](N)[C@@H]1CC[C@H](CC1)C(=O)Nc2ccncc2
721,103904955,Cc1ccc(CNC2=C(Nc3ccncc3)C(=O)C2=O)cc1
722,103904956,C[C@H](NC1=C(Nc2ccncc2)C(=O)C1=O)C3CCCCC3
723,103904957,C[C@H](NC1=C(Nc2ccncc2)C(=O)C1=O)c3ccccc3
724,103904958,Cc1cccc(c1)C2(CC2C(=O)Nc3ccncc3)c4cccc(C)c4
725,103904959,Cc1ccc(cc1)C2(CC2C(=O)Nc3ccncc3)c4ccc(C)cc4
726,103904960,NCCCn1cc(c2cc(c3cc4ccccc4s3)c5[nH]ncc5c2)c6nc(N)ncc16
727,103904961,NCCn1cc(c2cc(c3cc4ccccc4s3)c5[nH]ncc5c2)c6nc(N)ncc16
728,103904962,NC(=O)Cn1cc(c2cc(c3cc4ccccc4s3)c5[nH]ncc5c2)c6nc(N)ncc16
729,103904963,Brc1ccc2[nH]nc(c3ccccc3)c2c1
730,103904965,Fc1ccccc1c2cc(ccn2)c3cc4C(=O)NCCc4[nH]3
731,103904966,C[C@H](N)COc1cnc(Cl)c(\C=C\c2ccncc2)c1
732,103904967,N[C@H](COc1cncc(\C=C\c2ccncc2)c1)Cc3ccccc3
733,103904968,N[C@@H](COCc1ccccc1)COc2cncc(\C=C\c3ccncc3)c2
734,103904969,N[C@@H](Cc1cccc2ccccc12)C(=O)Nc3cncc(\C=C\c4ccncc4)c3
735,103904970,C1C[C@H](CN1)Oc2cncc(\C=C\c3ccncc3)c2
736,103904971,NCCOc1cncc(\C=C\c2ccncc2)c1
737,103904972,NCCCOc1cncc(\C=C\c2ccncc2)c1
738,103904973,COc1cncc(\C=C\c2ccncc2)c1
739,103904976,Clc1ccc2NC(=O)n3ncnc3c2c1
740,103904977,CCOC(=O)Cc1nc2c3cc(Br)ccc3NC(=O)n2n1
741,103904978,O=C1Nc2sc3CCCCc3c2c4nc(nn14)c5ccccc5
742,103904979,O=C1Nc2sc3CCCCc3c2c4nc(nn14)c5ccncc5
743,103904980,O=C1Nc2sccc2c3nc(nn13)c4ccncc4
744,103904981,Cc1sc2NC(=O)n3nc(nc3c2c1C)c4ccncc4
745,103904982,O=C1Nc2sc3CCCCc3c2c4nc(nn14)c5cccnc5
746,103904983,Cc1ccc(cc1)c2cc3c(NCCN)ccc(C(=O)N)c3[nH]2
747,103904984,NC(=O)c1cc([nH]c1c2ccc(Cl)cc2Cl)c3ccnc(N)n3
748,103904986,NC(=O)c1cc2c(cncc2s1)c3ccc(Br)cc3
749,103904987,NC(=O)c1cc2c(cncc2s1)c3ccc(F)cc3
750,103904988,NC(=O)c1cc([nH]c1c2ccc(Cl)cc2F)c3ccnc(N)n3
751,103904989,CS(=O)c1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4
752,103904990,Nc1ncnc2c1c(cn2C3CCCC3)C#C
753,103904991,CN1CCN(CC1)[C@@H]2CC[C@H](CC2)n3cc(c4ccc(Oc5ccccc5)cc4)c6c(N)ncnc36
754,103904992,Nc1ncnc2c1c(cn2C3CCOC3)c4ccc(Oc5ccc(CO)cc5)cc4
755,103904993,Cc1c(c2cccc(OCc3ccccc3)c2)c4c(N)ncnc4n1[C@@H]5C[C@@H](CN6CCCC6)C5
756,103904994,Cc1c(c2cccc(OCc3ccccc3)c2)c4c(N)ncnc4n1[C@@H]5CC[C@@H](CC5)N6CCCC6
757,103904995,Nc1ncnc2c1c(cn2[C@@H]3CC[C@H](CC3)N4CCCC4)c5cccc(OCc6ccccc6)c5
758,103904996,Nc1ncnc2c1c(cn2[C@@H]3C[C@@H](CN4CCCC4)C3)c5cccc(OCc6ccccc6)c5
759,103904997,O=C(NCC1CCCCC1)c2cc3c(n[nH]c3s2)c4ccccc4
760,103904998,CN1CCC(CC1)NC(=O)c2cc3c(n[nH]c3s2)c4ccccc4
761,103904999,Clc1ccc(CNC(=O)c2cc3c(n[nH]c3s2)c4ccccc4)cc1
762,103905000,Cc1n[nH]c2sc(cc12)C(=O)NCCc3ccc(Cl)cc3
763,103905001,CN(C)c1ccc(CNC(=O)c2cc3c(n[nH]c3s2)c4ccccc4)cc1
764,103905002,CCOc1nc(cc(N)c1Cl)C(=O)NCc2ccc(cc2)S(=O)(=O)C
765,103905003,Cc1cc(O)nc2[nH]nc(c3cccc(c3)c4ccc(Cl)cc4)c12
766,103905004,CCN(C(=O)C)c1ccc(Nc2nc(NC3CC3)c4nc[nH]c4n2)cc1
767,103905005,CCCNC(=O)c1ccc(Nc2nc(NCC(F)(F)F)c3sccc3n2)cc1
768,103905006,COc1ccc(C(=O)Nc2nc3ccc(Cl)cc3s2)c(OC)c1
769,103905007,CC(C)NC(=O)COc1cccc(c1)c2nc(Nc3ccc4[nH]ncc4c3)c5ccccc5n2
770,103905008,Cc1cccc(c1)c2cccc3onc(N)c23
771,103905009,O=C(N1CCOCC1)c2cccc(c2)c3cnc4[nH]ccc4c3
772,103905010,CC(C)Cc1nc(Nc2ccc(N3CCOCC3)c(Cl)c2)nc4[nH]ccc14
773,103905011,CCc1nc(Nc2ccc(N3CCOCC3)c(Cl)c2)nc4[nH]ccc14
774,103905012,ON=C1c2ccccc2c3ccc(NS(=O)(=O)c4cccc(Br)c4)cc13
775,103905013,CS(=O)(=O)Nc1ccc2c3ccccc3C(=NO)c2c1
776,103905014,CCS(=O)(=O)Nc1ccc2c(c1)C(=NO)c3ccccc23
777,103905015,CCCS(=O)(=O)Nc1ccc2c3ccccc3C(=NO)c2c1
778,103905016,CCCCS(=O)(=O)Nc1ccc2c(c1)C(=NO)c3ccccc23
779,103905017,ON=C1c2ccccc2c3ccc(NS(=O)(=O)c4cccc(F)c4)cc13
780,103905018,COc1cccc(c1)S(=O)(=O)Nc2ccc3c(c2)C(=NO)c4ccccc34
781,103905019,COc1cccc(c1)S(=O)(=O)Nc2ccc3c(c2)\C(=N/O)\c4ccccc34
782,103905020,N\C(=N/O)\c1ccccc1S(=O)(=O)Nc2ccc3c(c2)C(=NO)c4ccccc34
783,103905021,N\C(=N\O)\c1cccc(c1)S(=O)(=O)Nc2ccc3c(c2)C(=NO)c4ccccc34
784,103905022,ON=C1c2ccccc2c3ccc(NS(=O)(=O)c4cccc(Cl)c4)cc13
785,103905023,Brc1ccc(CNC(=O)Cc2cccc3cnccc23)cc1
786,103905024,CCc1nc(c2cccc(C)c2)c(s1)c3ccnc(NC(=O)c4ccccc4)c3
787,103905025,CN1CCN(CC1)c2ccc(Nc3ncc4C(=O)N(CC=C)N(c5cccc(n5)C(C)(C)O)c4n3)cc2
788,103905026,CN1CCN(CC1)c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC6CCOCC6)c2
789,103905027,COc1cc(ccc1C(=O)Nc2n[nH]c3ccc(Cc4cc(F)cc(F)c4)cc23)N5CCN(C)CC5
790,103905028,Oc1ccc(SCCNc2ccc(cc2[N+](=O)[O-])S(=O)(=O)NC(=O)c3ccc(cc3)c4ccc(F)cc4)cc1
791,103905029,Nc1n[nH]c2cccc(c3ccc(F)cc3)c12
792,103905030,Nc1n[nH]c2cccc(c3ccc(NC(=O)Nc4cccc(c4)C(F)(F)F)c(F)c3)c12
793,103905031,Nc1n[nH]c2c(cccc12)c3ccccc3
794,103905032,Nc1n[nH]c2cccc(c3ccc(Br)cc3)c12
795,103905033,Cc1cccc(NC(=O)Cc2ccc(cc2)c3cccc4[nH]nc(N)c34)c1
