target_id,target_key,gene,uniprot,specified_pdb,specified_file_id,source_type,source_path,local_pdb,status,size_bytes
120,metz_120_MAP3K10,MAP3K10,Q02779 ,Q02779_AF_v2,120 Q02779_AF_v2.pdb,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\MAP3K10\2RF0.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_120_MAP3K10\metz_120_MAP3K10.pdb,copied,212706
121,metz_121_ROS1,ROS1,P08922,3ZBF,121 P08922_PDB_3ZBF.ent,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\ROS1\7Z5X.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_121_ROS1\metz_121_ROS1.pdb,copied,423873
122,metz_122_MAPKAPK2,MAPKAPK2,P49137,1NY3,122 P49137_PDB_1NY3.ent,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\MAPKAPK2\2OKR.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_122_MAPKAPK2\metz_122_MAPKAPK2.pdb,copied,532737
123,metz_123_SYK,SYK,P43405,4FL3,123 P43405_PDB_4FL3.ent,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\SYK\4YJR.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_123_SYK\metz_123_SYK.pdb,copied,788778
124,metz_124_CDK5,CDK5,Q00535,Q00535_AF_v2,124 Q00535_AF_v2.pdb,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\CDK5\4AU8.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_124_CDK5\metz_124_CDK5.pdb,copied,457164
125,metz_125_STK17A,STK17A,Q9UEE5,Q9UEE5_AF_v2,125 Q9UEE5_AF_v2.pdb,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\STK17A\7QUE.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_125_STK17A\metz_125_STK17A.pdb,copied,666630
126,metz_126_MAPK14,MAPK14,Q16539,6SFI,126 Q16539_PDB_6SFI.ent,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\MAPK14\2FST.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_126_MAPK14\metz_126_MAPK14.pdb,copied,547317
127,metz_127_TYRO3,TYRO3,Q06418,Q06418_AF_v2,127 Q06418_AF_v2.pdb,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\TYRO3\1RHF.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_127_TYRO3\metz_127_TYRO3.pdb,copied,297918
128,metz_128_PTK2,PTK2,Q05397,Q05397_AF_v2,128 Q05397_AF_v2.pdb,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\PTK2\6YOJ.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_128_PTK2\metz_128_PTK2.pdb,copied,425979
129,metz_129_ABL1,ABL1,P00519,5MO4,129 P00519_PDB_5MO4.ent,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\ABL1\5OAZ.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_129_ABL1\metz_129_ABL1.pdb,copied,266652
130,metz_130_PDGFRB,PDGFRB,P09619,P09619_AF_v2,130 P09619_AF_v2.pdb,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\PDGFRB\1SHA.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_130_PDGFRB\metz_130_PDGFRB.pdb,copied,105948
131,metz_131_RET,RET,P07949,4CKJ,131 P07949_PDB_4CKJ.ent,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\RET\7DUA.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_131_RET\metz_131_RET.pdb,copied,645651
132,metz_132_ERBB2,ERBB2,P04626,3BE1,132 P04626_PDB_3BE1.ent,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\ERBB2\1MFG.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_132_ERBB2\metz_132_ERBB2.pdb,copied,182574
133,metz_133_SRC,SRC,P12931,	2H8H,133 P12931_PDB_2H8H.ent,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\SRC\9OFX.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_133_SRC\metz_133_SRC.pdb,copied,366687
134,metz_134_EPHA2,EPHA2,P29317,	2X10,134 P29317_PDB_2X10.ent,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\EPHA2\6Q7D.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_134_EPHA2\metz_134_EPHA2.pdb,copied,461457
135,metz_135_MET,MET,P08581,5UAB,135 P08581_PDB_5UAB.ent,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\MET\4R1V.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_135_MET\metz_135_MET.pdb,copied,489159
136,metz_136_ACVR1,ACVR1,Q04771,	6I1S,136 Q04771_PDB_6I1S.ent,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\ACVR1\6SRH.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_136_ACVR1\metz_136_ACVR1.pdb,copied,1474200
137,metz_137_KIT,KIT,P10721,4HVS,137 P10721_PDB_4HVS.ent,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\KIT\2VIF.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_137_KIT\metz_137_KIT.pdb,copied,250614
138,metz_138_CSNK1G1,CSNK1G1,Q9HCP0,	2CMW,138 Q9HCP0_PDB_2CMV.ent,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\CSNK1G1\2CMW.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_138_CSNK1G1\metz_138_CSNK1G1.pdb,copied,279288
139,metz_139_ITK,ITK,Q08881 ,4HCU,139 Q08881_PDB_4HCU.ent,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\ITK\4HCU.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_139_ITK\metz_139_ITK.pdb,copied,397467
140,metz_140_NEK4,NEK4,P51957,P51957_AF_v2,140 P51957_AF_v2.pdb,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\NEK4\AF-P51957-F1-model_v6.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_140_NEK4\metz_140_NEK4.pdb,copied,546749
141,metz_141_MATK,MATK,P42679 ,P42679_AF_v2,141 P42679_AF_v2.pdb,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\MATK\3US4.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_141_MATK\metz_141_MATK.pdb,copied,176013
142,metz_142_PLK4,PLK4,O00444,O00444_AF_v2,142 O00444_AF_v2.pdb,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\PLK4\3COK.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_142_PLK4\metz_142_PLK4.pdb,copied,369927
143,metz_143_PLK3,PLK3,Q9H4B4,4B6L,143 Q9H4B4_PDB_4B6L.ent,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\PLK3\4B6L.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_143_PLK3\metz_143_PLK3.pdb,copied,423144
144,metz_144_CAMK1,CAMK1,Q14012 ,	4FGB,144 Q14012_PDB_4FGB.ent,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\CAMK1\4FG8.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_144_CAMK1\metz_144_CAMK1.pdb,copied,762534
145,metz_145_RPS6KA4,RPS6KA4,O75676 ,O75676_AF_v2,145 O75676_AF_v2.pdb,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\RPS6KA4\AF-O75676-F1-model_v6.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_145_RPS6KA4\metz_145_RPS6KA4.pdb,copied,497501
146,metz_146_SRMS,SRMS,Q9H3Y6,Q9H3Y6_AF_v2,146 Q9H3Y6_AF_v2.pdb,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\SRMS\AF-Q9H3Y6-F1-model_v6.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_146_SRMS\metz_146_SRMS.pdb,copied,318248
147,metz_147_PTK6,PTK6,Q13882 ,6CZ4,147 Q13882_PDB_6CZ4.ent,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\PTK6\6CZ4.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_147_PTK6\metz_147_PTK6.pdb,copied,221697
148,metz_148_IKBKE,IKBKE,Q14164 ,Q14164_AF_v2,148 Q14164_AF_v2.pdb,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\IKBKE\AF-Q14164-F1-model_v6.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_148_IKBKE\metz_148_IKBKE.pdb,copied,466964
149,metz_149_PTK2B,PTK2B,Q14289 ,3CC6,149 Q14289_PDB_3CC6.ent,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\PTK2B\3CC6.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_149_PTK2B\metz_149_PTK2B.pdb,copied,245187
150,metz_150_IRAK1,IRAK1,P51617,P51617_AF_v2,150 P51617_AF_v2.pdb,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\IRAK1\6BFN.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_150_IRAK1\metz_150_IRAK1.pdb,copied,844101
151,metz_151_MAPK13,MAPK13,O15264 ,	4YNO,151 O15264_PDB_4YNO.ent,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\MAPK13\8X23.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_151_MAPK13\metz_151_MAPK13.pdb,copied,577125
152,metz_152_PASK,PASK,Q96RG2 ,Q96RG2_AF_v2,152 Q96RG2_AF_v2.pdb,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\PASK\7O86.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_152_PASK\metz_152_PASK.pdb,copied,194481
153,metz_153_IKBKB,IKBKB,O14920,O14920_AF_v2,153 O14920_AF_v2.pdb,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\IKBKB\3BRV.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_153_IKBKB\metz_153_IKBKB.pdb,copied,200718
154,metz_154_STK33,STK33,Q9BYT3 ,Q9BYT3_AF_v2,154 Q9BYT3_AF_v2.pdb,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\STK33\AF-Q9BYT3-F1-model_v6.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_154_STK33\metz_154_STK33.pdb,copied,335420
155,metz_155_ACK1,ACK1,Q07912 ,Q07912_AF_v2,155 Q07912_AF_v2.pdb,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\ACK1\4HZR.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_155_ACK1\metz_155_ACK1.pdb,copied,426627
156,metz_156_CDC2L6,CDC2L6,Q9BWU1 ,Q9BWU1_AF_v2,156 Q9BWU1_AF_v2.pdb,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\CDC2L6\AF-Q9BWU1-F1-model_v6.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_156_CDC2L6\metz_156_CDC2L6.pdb,copied,331613
157,metz_157_AKT2,AKT2,P31751 ,1O6L,157 P31751_PDB_1O6L.ent,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\AKT2\1O6L.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_157_AKT2\metz_157_AKT2.pdb,copied,296622
158,metz_158_MAPKAPK5,MAPKAPK5,Q8IW41 ,Q8IW41_AF_v2,158 Q8IW41_AF_v2.pdb,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\MAPKAPK5\AF-Q8IW41-F1-model_v6.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_158_MAPKAPK5\metz_158_MAPKAPK5.pdb,copied,315170
159,metz_159_NLK,NLK,Q9UBE8 ,Q9UBE8_AF_v2,159 Q9UBE8_AF_v2.pdb,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\NLK\AF-Q9UBE8-F1-model_v6.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_159_NLK\metz_159_NLK.pdb,copied,339632
160,metz_160_WEE1,WEE1,P30291,	1X8B,160 P30291_PDB_1X8B.ent,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\WEE1\8BJU.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_160_WEE1\metz_160_WEE1.pdb,copied,391554
161,metz_161_AKT1,AKT1,P31749 ,7NH5,161 P31749_PDB_7NH5.ent,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\AKT1\1UNQ.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_161_AKT1\metz_161_AKT1.pdb,copied,227286
162,metz_162_PIM3,PIM3,Q86V86 ,Q86V86_AF_v2,162 Q86V86_AF_v2.pdb,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\PIM3\AF-Q86V86-F1-model_v6.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_162_PIM3\metz_162_PIM3.pdb,copied,210923
163,metz_163_EEF2K,EEF2K,O00418 ,O00418_AF_v2,163 O00418_AF_v2.pdb,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\EEF2K\8GM4.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_163_EEF2K\metz_163_EEF2K.pdb,copied,435942
164,metz_164_CHUK,CHUK,O15111 ,O15111_AF_v2,164 O15111_AF_v2.pdb,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\CHUK\3BRT.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_164_CHUK\metz_164_CHUK.pdb,copied,179091
165,metz_165_MAPK10,MAPK10,P53779 ,7KSI,165 P53779_PDB_7KSI.ent,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\MAPK10\3OY1.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_165_MAPK10\metz_165_MAPK10.pdb,copied,273213
166,metz_166_STK22B,STK22B,Q96PF2 ,Q96PF2_AF_v2,166 Q96PF2_AF_v2.pdb,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\STK22B\AF-Q96PF2-F1-model_v6.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_166_STK22B\metz_166_STK22B.pdb,copied,238949
167,metz_167_HCK,HCK,P08631 ,5H0B,167 P08631_PDB_5H0B.ent,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\HCK\5H0B.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_167_HCK\metz_167_HCK.pdb,copied,368793
168,metz_168_MARK4,MARK4,Q96L34 ,	5ES1,168 Q96L34_PDB_5ES1.ent,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\MARK4\5ES1.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_168_MARK4\metz_168_MARK4.pdb,copied,226881
169,metz_169_SIK2,SIK2,Q9H0K1 ,Q9H0K1_AF_v2,169 Q9H0K1_AF_v2.pdb,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\SIK2\AF-Q9H0K1-F1-model_v6.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_169_SIK2\metz_169_SIK2.pdb,copied,601181
170,metz_170_CAMKK2,CAMKK2,Q96RR4 ,5UYJ,170 Q96RR4_PDB_5UYJ.ent,previous_auto_candidate,Datasets\structure_audit\structures_auto\Metz\CAMKK2\6Y3O.pdb,Datasets\Virtual screening\Metz_170_GPCNDTA\metz_170_complete_filtered_remove_identity30_train_valid\HMRLBA_raw_style\metz_170_clean\pdb_files\metz_170_CAMKK2\metz_170_CAMKK2.pdb,copied,229635
